passenger_id,passenger_name,signup_date,total_rides,total_spent,rating
5855,Vanya Hayer,2022-10-09,78.00,1053.72,4.38
5856,Vritika Keer,2022-09-07,91.00,949.69,3.33
5857,Shray Bhasin,2022-09-26,47.00,1975.75,4.51
5858,Anahita Tailor,2023-04-09,69.00,187.88,3.49
5859,Kimaya Gera,2022-09-17,76.00,1592.39,4.86
5860,Aradhya Bhavsar,2023-07-02,65.00,1129.38,3.68
5861,Ehsaan Sangha,2023-01-18,78.00,1479.59,3.85
5862,Gokul Mander,2023-03-27,91.00,977.60,3.13
5863,Saanvi Banerjee,2022-08-30,100.00,336.38,4.61
5864,Kiara Khanna,2023-02-24,73.00,1370.94,4.57
5865,Rasha Loke,2023-01-28,83.00,100.32,4.35
5866,Biju Grewal,2022-09-12,61.00,134.60,3.01
5867,Shalv Shere,2022-08-29,22.00,1952.18,3.35
5868,Kavya Gulati,2022-09-16,49.00,1807.22,4.70
5869,Kiara Bahl,2022-08-21,93.00,947.05,4.53
5870,Ritvik Seshadri,2022-12-12,90.00,1917.47,4.94
5871,Anvi Hans,2023-06-19,86.00,347.96,4.58
5872,Rasha Chakrabarti,2022-11-21,97.00,976.84,4.81
5873,Ira Rau,2022-10-28,53.00,463.82,4.87
5874,Himmat Chandra,2023-01-08,96.00,448.71,4.77
5875,Mehul Krishnan,2022-11-25,97.00,137.86,4.25
5876,Ryan Dhar,2023-07-11,43.00,1040.62,3.78
5877,Yashvi Agrawal,2022-11-28,63.00,269.17,3.70
5878,Tanya Bhattacharyya,2022-11-24,97.00,1200.52,3.85
5879,Divyansh Char,2023-03-08,46.00,258.29,4.26
5880,Alia Rajagopalan,2023-07-10,27.00,279.19,4.71
5881,Pihu Dugal,2022-08-27,28.00,811.16,3.30
5882,Saira Venkatesh,2023-05-17,80.00,587.46,4.82
5883,Kashvi Kulkarni,2022-09-01,72.00,1486.33,4.62
5884,Alisha Bajwa,2023-06-14,21.00,1283.46,3.62
5885,Veer Biswas,2023-03-31,87.00,353.46,4.33
5886,Reyansh Bail,2022-09-18,49.00,1711.42,4.36
5887,Nakul Rajagopal,2023-05-04,19.00,1039.02,4.69
5888,Anahita Borah,2022-09-13,21.00,1452.63,4.09
5889,Nirvi Soni,2023-04-16,11.00,890.02,3.28
5890,Jayant Goyal,2022-12-24,12.00,1352.81,4.79
5891,Diya Contractor,2022-11-09,61.00,765.46,3.36
5892,Prerak Chana,2023-04-02,70.00,1994.56,3.11
5893,Renee Konda,2023-02-01,37.00,806.32,3.69
5894,Drishya Sama,2023-02-03,98.00,1451.99,3.26
5895,Shanaya Ray,2023-03-07,50.00,1170.24,3.57
5896,Hrishita Rege,2023-06-12,82.00,1394.71,3.65
5897,Baiju Trivedi,2022-08-15,10.00,1180.97,3.87
5898,Seher Sachdeva,2023-02-09,20.00,650.79,3.25
5899,Seher Sethi,2022-09-02,87.00,427.71,4.58
5900,Himmat Seshadri,2022-12-01,67.00,376.42,4.45
5901,Raunak Reddy,2023-05-07,15.00,1849.01,3.70
5902,Miraan Kari,2023-01-21,100.00,743.91,3.06
5903,Rohan Sastry,2023-02-10,33.00,649.60,4.12
5904,Shray Johal,2023-06-26,12.00,580.75,4.59
5905,Aarav Bir,2023-06-30,14.00,1817.85,3.33
5906,Aaina Rout,2023-01-07,68.00,232.60,4.14
5907,Aarna Ganesh,2023-07-10,60.00,1720.69,3.79
5908,Nakul Anne,2022-09-29,59.00,817.98,4.46
5909,Vanya Kothari,2023-04-20,62.00,1105.07,4.75
5910,Hridaan Kumar,2023-04-24,36.00,1505.59,3.80
5911,Anvi Baria,2022-12-17,29.00,1294.83,4.17
5912,Rati Cheema,2023-01-28,43.00,930.72,3.86
5913,Riaan Srinivasan,2022-10-28,63.00,541.33,3.92
5914,Kanav Dasgupta,2023-04-22,84.00,1945.84,4.35
5915,Nitya Bumb,2022-10-17,60.00,1004.51,4.67
5916,Jiya Kadakia,2022-10-28,71.00,1025.14,4.37
5917,Urvi Barad,2023-01-26,94.00,495.62,4.40
5918,Stuvan Gola,2023-01-18,84.00,1887.73,4.45
5919,Diya Bhalla,2022-12-26,55.00,201.81,3.34
5920,Anvi Bhandari,2022-08-12,50.00,1351.86,3.70
5921,Alia Bail,2022-12-06,27.00,1818.32,4.08
5922,Yashvi Rattan,2023-05-10,63.00,482.19,3.01
5923,Biju Datta,2023-03-30,99.00,1037.83,3.53
5924,Priyansh Kanda,2022-09-10,85.00,587.62,4.19
5925,Gatik Babu,2023-04-30,21.00,700.48,4.96
5926,Shray Bhatti,2023-03-03,32.00,1189.75,3.19
5927,Armaan Gola,2023-05-21,36.00,1192.96,4.37
5928,Indranil Dugar,2023-01-25,72.00,1185.08,4.91
5929,Tiya Sharaf,2023-04-10,85.00,459.83,3.21
5930,Miraya Sampath,2022-12-15,43.00,1615.51,3.76
5931,Miraan Setty,2023-02-23,46.00,1845.26,3.97
5932,Ranbir Ramanathan,2022-10-31,13.00,1782.33,3.83
5933,Himmat Venkataraman,2023-01-01,90.00,918.59,3.14
5934,Uthkarsh Batta,2023-06-13,78.00,1248.70,4.64
5935,Farhan Bhatnagar,2023-01-17,27.00,1279.19,3.68
5936,Zaina Agrawal,2023-02-18,29.00,1934.01,3.53
5937,Nitara Dani,2023-04-14,54.00,325.93,4.75
5938,Trisha Bandi,2023-05-27,13.00,463.87,4.09
5939,Lagan Suresh,2023-04-17,92.00,509.07,3.62
5940,Nirvi Sen,2023-05-17,54.00,434.10,3.24
5941,Vaibhav Deep,2023-01-15,11.00,1200.78,3.30
5942,Amani Chawla,2022-08-24,28.00,1589.09,4.76
5943,Kiara Kamdar,2022-12-28,28.00,1817.12,4.09
5944,Tiya Kota,2023-01-02,64.00,1788.20,4.95
5945,Kashvi Krishnan,2023-03-01,79.00,514.38,4.69
5946,Aarush Setty,2022-11-04,61.00,1786.66,3.84
5947,Rasha Gopal,2022-08-15,74.00,957.53,4.69
5948,Madhup Taneja,2022-09-29,20.00,1094.12,4.34
5949,Yasmin Khare,2023-04-08,96.00,501.26,4.19
5950,Kanav Shah,2023-03-18,25.00,722.75,4.74
5951,Gokul Loyal,2023-03-18,32.00,1955.65,3.04
5952,Zoya Hora,2023-06-01,79.00,525.46,4.38
5953,Zara Doctor,2023-06-01,38.00,423.84,3.26
5954,Anahi Bir,2023-07-05,11.00,1179.64,3.10
5955,Hiran Dora,2022-11-15,52.00,1254.20,4.75
5956,Hunar Cherian,2022-11-27,71.00,482.74,4.26
5957,Tiya Sane,2023-05-03,99.00,301.22,3.46
5958,Hrishita Rattan,2023-01-18,29.00,1467.23,4.00
5959,Urvi Sagar,2023-04-27,86.00,1799.19,4.67
5960,Shamik Sheth,2023-04-25,58.00,545.99,4.86
5961,Nayantara Vyas,2022-11-13,37.00,1313.78,3.48
5962,Aaryahi Magar,2022-09-30,80.00,1415.60,4.95
5963,Armaan Gulati,2022-11-02,58.00,1188.95,4.87
5964,Myra Babu,2023-02-06,21.00,464.23,4.94
5965,Vidur Chawla,2022-09-05,62.00,127.72,4.80
5966,Veer Rege,2023-02-23,63.00,171.25,4.74
5967,Dharmajan Viswanathan,2022-09-07,46.00,121.09,4.38
5968,Nirvaan Dhingra,2023-06-10,31.00,546.26,4.57
5969,Ahana  Dora,2023-05-22,13.00,1081.55,3.94
5970,Rohan Sura,2023-06-01,64.00,1980.61,3.42
5971,Darshit Dasgupta,2023-01-09,72.00,908.29,4.78
5972,Shray Bajaj,2022-11-02,41.00,408.18,3.58
5973,Riya Dyal,2023-04-15,97.00,1164.03,4.61
5974,Ranbir Balan,2023-03-13,55.00,242.57,4.19
5975,Lavanya Mangal,2022-09-18,34.00,234.75,3.12
5976,Khushi Srivastava,2023-05-24,27.00,897.83,4.54
5977,Saanvi Edwin,2023-03-17,42.00,1147.81,3.13
5978,Ivan Chawla,2022-11-20,96.00,1855.07,3.99
5979,Myra Shroff,2023-03-18,39.00,1082.37,3.50
5980,Zaina Rama,2023-04-04,53.00,645.80,3.24
5981,Anay Dani,2023-05-23,14.00,1441.63,4.56
5982,Kashvi Thaman,2022-08-11,59.00,1122.10,3.61
5983,Himmat Vig,2022-11-29,95.00,1290.63,3.12
5984,Indrans Upadhyay,2023-05-01,64.00,1489.53,4.62
5985,Rati Ramachandran,2022-12-11,84.00,1743.13,4.01
5986,Seher Singhal,2023-07-04,78.00,1562.85,3.33
5987,Vardaniya Sunder,2022-10-04,66.00,196.01,3.99
5988,Devansh Kumer,2022-09-12,42.00,875.97,3.58
5989,Prisha Ravi,2022-08-27,81.00,939.67,3.29
5990,Tiya Deep,2023-03-10,29.00,1299.98,3.67
5991,Ivana Edwin,2023-05-01,28.00,210.11,3.57
5992,Badal Bhardwaj,2023-04-02,81.00,1437.32,3.34
5993,Suhana Vasa,2022-09-10,23.00,1792.62,4.68
5994,Shaan Ganguly,2022-08-24,35.00,303.43,3.25
5995,Mehul Bandi,2022-12-20,23.00,127.54,4.50
5996,Prisha Bera,2023-03-01,42.00,1745.76,3.17
5997,Yasmin Karnik,2023-07-06,25.00,1991.16,3.66
5998,Shalv Chokshi,2023-05-13,71.00,530.28,4.83
5999,Ranbir Thaman,2022-12-12,75.00,927.43,3.30
6000,Vihaan Deshmukh,2023-03-14,55.00,1679.70,4.51
6001,Romil Majumdar,2022-10-30,55.00,775.52,4.36
6002,Ishita Sur,2022-08-11,44.00,645.49,4.06
6003,Myra Tiwari,2023-01-21,62.00,1638.00,4.34
6004,Samaira Varughese,2022-12-31,99.00,1182.29,3.15
6005,Yashvi Kara,2022-11-12,22.00,1924.32,4.68
6006,Arhaan Sule,2022-10-01,98.00,1045.95,4.98
6007,Zara Balan,2023-06-26,87.00,718.36,3.64
6008,Amani Dayal,2022-08-28,67.00,1746.93,3.25
6009,Tiya Som,2022-12-27,47.00,609.62,4.63
6010,Rania Brahmbhatt,2023-01-31,80.00,1374.52,3.29
6011,Seher Khalsa,2022-10-07,31.00,1690.07,3.87
6012,Purab Bhandari,2023-06-15,43.00,947.53,3.05
6013,Amani Dhingra,2023-03-31,99.00,1675.18,4.19
6014,Trisha Varghese,2022-08-24,20.00,480.64,4.17
6015,Ehsaan Jayaraman,2023-01-17,70.00,1983.16,4.71
6016,Saanvi Taneja,2022-11-18,45.00,1310.17,4.27
6017,Indranil Dayal,2022-11-07,72.00,629.66,4.95
6018,Damini Ratti,2022-08-29,23.00,1562.31,4.25
6019,Anahi Chaudry,2023-06-06,18.00,577.26,3.22
6020,Badal Amble,2023-06-28,38.00,1251.54,4.28
6021,Urvi Bumb,2022-11-14,82.00,1971.52,3.65
6022,Riaan Kunda,2023-03-26,43.00,1085.55,3.92
6023,Nitara Swaminathan,2023-03-14,42.00,840.50,3.85
6024,Drishya Devan,2023-03-18,48.00,1428.95,4.39
6025,Yuvaan Aggarwal,2023-05-29,96.00,1227.43,4.65
6026,Veer Vora,2022-10-10,75.00,1447.61,4.46
6027,Amira Dash,2023-02-05,34.00,1441.66,4.52
6028,Madhup Sinha,2022-11-23,53.00,849.22,3.13
6029,Madhav Iyer,2023-06-21,35.00,1591.78,4.23
6030,Tejas Gulati,2023-06-03,99.00,1844.75,4.40
6031,Advika Atwal,2022-12-09,40.00,1997.90,4.41
6032,Ojas Mani,2022-09-25,62.00,757.84,4.86
6033,Ahana  Sathe,2023-04-30,26.00,1768.90,3.86
6034,Emir Kari,2022-09-24,99.00,1608.63,3.48
6035,Adira Rege,2023-02-07,22.00,1844.58,3.61
6036,Anahi Shanker,2022-10-06,80.00,1220.80,3.33
6037,Vritika Ganesan,2023-01-12,87.00,1462.26,4.43
6038,Eshani Edwin,2022-08-21,11.00,421.02,3.43
6039,Kismat Grover,2022-09-25,16.00,1188.51,4.43
6040,Shray Deep,2022-12-04,23.00,874.30,3.68
6041,Jayesh Soni,2022-09-06,13.00,1949.37,4.02
6042,Alisha Sha,2023-03-06,71.00,294.12,4.33
6043,Ryan Ghose,2023-04-20,79.00,539.75,4.34
6044,Tushar Agrawal,2023-05-20,92.00,145.11,3.88
6045,Kismat Magar,2023-03-02,80.00,1967.52,3.16
6046,Trisha Devan,2023-07-10,55.00,225.04,3.08
6047,Tanya Tara,2023-04-06,12.00,1166.46,4.69
6048,Purab Chhabra,2023-03-30,10.00,1273.67,3.64
6049,Krish Chauhan,2023-05-27,59.00,491.87,3.97
6050,Siya Balasubramanian,2022-12-05,55.00,1956.98,3.47
6051,Nishith Krishnamurthy,2022-11-26,22.00,1930.96,3.22
6052,Rasha Chaudhuri,2022-09-09,23.00,316.89,4.62
6053,Abram Bakshi,2022-10-12,40.00,1527.50,4.71
6054,Neelofar Zachariah,2023-04-07,61.00,1403.46,4.49
6055,Adah Som,2022-09-20,66.00,1994.80,3.40
6056,Anya Seth,2023-01-18,85.00,690.50,4.19
6057,Anay Goyal,2023-01-29,55.00,1845.15,3.15
6058,Anya Maharaj,2022-08-26,63.00,1285.42,3.77
6059,Hansh Ramakrishnan,2023-05-06,48.00,1612.49,4.51
6060,Nehmat Kari,2023-04-23,77.00,230.90,3.01
6061,Shray Agarwal,2023-02-19,46.00,1748.51,4.65
6062,Pari Sane,2023-06-08,18.00,1919.40,4.87
6063,Yuvaan Sandal,2022-11-15,34.00,950.73,3.90
6064,Aarush Kanda,2022-08-13,48.00,283.60,4.10
6065,Inaaya  Khanna,2022-12-22,80.00,259.78,3.23
6066,Pari Tata,2023-03-14,48.00,1605.22,3.04
6067,Myra Gara,2022-10-22,81.00,1922.11,3.08
6068,Raghav Halder,2022-09-25,61.00,1793.07,3.13
6069,Zara Tank,2023-04-17,30.00,1403.58,4.97
6070,Shlok Sant,2023-03-19,56.00,437.22,3.12
6071,Nirvaan Trivedi,2023-04-23,96.00,1806.63,4.36
6072,Rati Baria,2022-12-02,72.00,1404.40,4.30
6073,Vritika Mani,2023-02-28,51.00,1907.27,3.27
6074,Nishith Hari,2023-03-11,55.00,1485.49,4.99
6075,Sana Borah,2022-08-29,28.00,1020.97,4.36
6076,Manikya Bansal,2022-10-17,16.00,1604.75,4.04
6077,Lakshit Gara,2022-08-29,40.00,1411.02,3.57
6078,Sara Raju,2022-11-25,33.00,652.56,4.94
6079,Badal Gupta,2023-02-21,56.00,870.74,4.18
6080,Ira Chahal,2023-02-28,10.00,434.50,3.75
6081,Prerak Chauhan,2023-07-06,10.00,108.15,4.86
6082,Renee Balasubramanian,2022-10-05,99.00,809.97,4.80
6083,Jayesh Lall,2022-10-11,52.00,152.42,4.91
6084,Nehmat Dada,2023-02-26,14.00,1069.56,4.58
6085,Anahita Rastogi,2023-04-21,100.00,663.33,3.29
6086,Mohanlal Boase,2023-01-31,56.00,1903.31,3.88
6087,Neysa Keer,2022-12-09,28.00,658.78,4.93
6088,Nirvi Saha,2023-05-21,15.00,1887.31,3.18
6089,Tushar Khosla,2022-11-28,65.00,746.48,4.15
6090,Diya Bhandari,2023-06-26,11.00,1489.31,3.55
6091,Anya Kohli,2022-10-14,53.00,451.38,4.56
6092,Himmat Andra,2023-04-25,89.00,1836.11,3.33
6093,Riya Ben,2023-02-23,77.00,565.53,4.60
6094,Raghav Rege,2023-06-17,68.00,275.85,4.35
6095,Ela Bir,2023-02-18,68.00,541.21,4.51
6096,Khushi Varghese,2023-04-24,18.00,1207.84,4.26
6097,Shamik Tara,2023-07-06,99.00,499.57,4.81
6098,Biju Chokshi,2022-10-20,85.00,1318.13,4.27
6099,Samar Apte,2022-09-05,82.00,1871.24,4.94
6100,Kimaya Bahri,2023-07-06,41.00,470.44,4.55
6101,Farhan Kara,2023-04-19,84.00,617.45,4.84
6102,Farhan Jayaraman,2023-01-10,63.00,1710.19,4.68
6103,Lakshay Tara,2023-02-02,72.00,1987.63,3.09
6104,Darshit Balakrishnan,2023-07-07,58.00,1000.12,4.64
6105,Jayan Chander,2022-09-07,91.00,1213.04,4.15
6106,Lakshay Kothari,2022-11-25,69.00,1710.00,3.04
6107,Samarth Saraf,2022-11-08,37.00,1080.21,4.73
6108,Onkar Madan,2022-11-29,28.00,1178.79,3.94
6109,Taran Arya,2022-08-18,98.00,1206.81,3.13
6110,Oorja Dubey,2023-04-12,65.00,401.22,4.08
6111,Anika Kohli,2023-06-02,44.00,228.96,3.63
6112,Jivin Thaman,2023-01-31,59.00,593.10,3.23
6113,Himmat Bajwa,2023-02-08,49.00,295.22,3.95
6114,Jhanvi Zacharia,2022-09-23,99.00,1605.92,4.48
6115,Hridaan Gala,2023-01-19,19.00,1742.58,4.00
6116,Hansh Desai,2022-08-14,15.00,1396.27,3.14
6117,Taimur Lalla,2022-10-18,51.00,1835.43,4.68
6118,Lagan Savant,2023-03-10,42.00,1238.99,3.02
6119,Aarav Vyas,2023-05-04,88.00,1791.52,3.22
6120,Romil Brar,2022-11-21,46.00,1504.13,4.09
6121,Aayush Wason,2022-08-20,26.00,587.63,4.49
6122,Yakshit Arya,2023-06-22,96.00,999.56,4.54
6123,Raghav Bhatti,2022-08-13,48.00,622.41,4.78
6124,Shray Bahri,2023-01-05,73.00,1194.78,4.23
6125,Khushi Wadhwa,2022-09-01,72.00,257.85,4.43
6126,Tarini Mani,2022-10-27,43.00,1583.90,4.89
6127,Umang Kulkarni,2023-05-07,56.00,190.07,4.37
6128,Aradhya Mann,2023-03-11,40.00,459.38,4.98
6129,Madhup Korpal,2023-05-10,10.00,1170.08,4.07
6130,Anvi Chowdhury,2022-09-16,57.00,1645.63,3.16
6131,Azad Savant,2023-01-20,19.00,675.19,4.37
6132,Himmat Iyengar,2023-02-27,82.00,564.38,3.23
6133,Piya Sathe,2023-02-11,81.00,1711.99,4.19
6134,Hunar Tiwari,2022-08-11,42.00,841.97,3.92
6135,Prerak Ravel,2023-05-05,67.00,1457.34,3.34
6136,Anika Sarin,2023-04-17,85.00,1712.73,4.70
6137,Umang Sekhon,2023-04-06,22.00,1704.30,4.45
6138,Devansh Dayal,2023-06-21,15.00,1532.69,4.44
6139,Purab Behl,2022-11-21,45.00,1062.66,4.22
6140,Indrajit Ben,2023-01-26,70.00,1662.14,4.54
6141,Emir Behl,2023-03-30,35.00,943.47,4.45
6142,Manjari Yadav,2023-05-27,41.00,1899.42,4.95
6143,Ritvik Sarin,2022-12-04,73.00,161.50,4.78
6144,Zain Barman,2022-12-26,90.00,1595.00,3.69
6145,Chirag Sachar,2023-03-24,99.00,212.92,3.61
6146,Vritika Maharaj,2022-08-13,31.00,841.84,4.40
6147,Mannat Grover,2022-10-27,57.00,165.60,4.49
6148,Mehul Dash,2023-03-21,20.00,337.88,3.90
6149,Madhav Chad,2023-04-16,39.00,1476.27,3.76
6150,Biju Balan,2023-04-10,38.00,1667.63,4.47
6151,Manikya Deshpande,2023-05-21,48.00,877.21,3.46
6152,Dhruv Setty,2023-03-31,42.00,927.65,4.18
6153,Anaya Tandon,2023-05-03,42.00,1607.37,3.55
6154,Onkar Rajagopalan,2022-11-20,69.00,423.33,4.07
6155,Onkar Mammen,2023-07-07,71.00,1885.24,4.56
6156,Jhanvi Bir,2023-06-09,42.00,1703.02,4.93
6157,Kashvi Anand,2023-04-11,97.00,1240.20,4.33
6158,Shaan Kala,2022-08-30,87.00,960.89,4.29
6159,Dishani Balasubramanian,2023-06-09,31.00,1207.61,4.58
6160,Kiara Tandon,2022-09-22,29.00,309.24,4.69
6161,Nirvaan Mammen,2022-10-10,76.00,1088.08,3.93
6162,Hazel Sur,2022-11-14,33.00,234.05,4.14
6163,Amani Kata,2023-04-03,31.00,199.53,3.20
6164,Shanaya Luthra,2022-09-24,89.00,337.41,3.64
6165,Ishita Maharaj,2023-06-04,66.00,356.76,4.46
6166,Taimur Brahmbhatt,2023-05-29,27.00,920.81,3.42
6167,Bhamini Wable,2023-04-05,60.00,478.45,4.28
6168,Saksham Arya,2023-07-07,89.00,827.73,4.76
6169,Khushi Doshi,2023-03-02,67.00,927.80,4.86
6170,Jayesh Soman,2023-05-14,13.00,1126.48,3.82
6171,Romil Sur,2023-05-28,47.00,1810.42,4.29
6172,Romil Bhatti,2022-12-08,40.00,1783.51,3.96
6173,Zara Mammen,2023-03-29,91.00,749.75,3.14
6174,Nitya Wason,2022-08-20,50.00,1877.88,3.87
6175,Anahita Bath,2023-07-03,74.00,1455.26,3.27
6176,Rasha Badami,2022-11-27,98.00,352.95,3.02
6177,Samiha Wagle,2022-08-11,12.00,1624.85,4.90
6178,Tejas Bala,2022-10-06,52.00,1226.63,4.76
6179,Uthkarsh D’Alia,2023-03-17,19.00,1280.78,4.60
6180,Aayush Dhawan,2023-01-09,74.00,1466.29,4.47
6181,Dhanush Kumar,2023-05-30,46.00,1977.49,4.47
6182,Nitara Golla,2022-10-04,18.00,1115.40,4.76
6183,Zoya Sodhi,2023-05-22,78.00,813.61,3.20
6184,Akarsh Savant,2022-11-19,79.00,416.12,4.03
6185,Kimaya Dhar,2022-08-15,10.00,309.30,4.93
6186,Himmat Chandra,2023-02-11,85.00,1356.60,3.94
6187,Yuvaan Madan,2022-11-30,34.00,988.52,3.36
6188,Azad Mand,2022-08-28,85.00,341.04,4.68
6189,Miraya Basak,2023-01-03,80.00,1657.45,4.90
6190,Urvi Khare,2022-10-04,22.00,1623.68,3.97
6191,Samiha Warrior,2022-10-13,42.00,1093.05,3.33
6192,Shalv Barman,2022-11-15,45.00,1030.55,3.13
6193,Aayush Buch,2023-03-05,97.00,498.39,3.79
6194,Reyansh Dhar,2022-10-30,24.00,1234.40,3.19
6195,Hansh Sahota,2023-07-04,20.00,852.48,4.89
6196,Myra Hayer,2022-12-19,36.00,330.66,3.81
6197,Badal Sankar,2022-09-29,85.00,1193.78,3.74
6198,Urvi Loke,2022-10-02,71.00,399.23,3.86
6199,Taran Dewan,2022-09-26,54.00,1570.61,4.97
6200,Advika Kakar,2023-01-11,90.00,1983.44,3.26
6201,Nakul Divan,2023-03-15,39.00,1131.15,3.57
6202,Yakshit Dua,2022-08-12,13.00,302.11,3.48
6203,Miraan Wadhwa,2023-04-17,80.00,212.24,3.69
6204,Zain Rajagopal,2022-09-29,22.00,354.32,3.89
6205,Gatik Chanda,2022-10-06,34.00,1991.17,3.42
6206,Adira Chander,2022-09-22,38.00,459.12,4.84
6207,Amani Khanna,2022-10-21,16.00,595.10,4.76
6208,Suhana Mannan,2023-01-14,23.00,1957.13,4.90
6209,Ehsaan Choudhury,2022-11-17,66.00,1430.98,4.30
6210,Lavanya Kala,2022-10-12,83.00,843.58,3.79
6211,Yasmin Thakur,2022-10-22,80.00,712.69,3.19
6212,Diya Behl,2022-10-28,27.00,341.63,4.54
6213,Vaibhav Varma,2022-08-20,21.00,1262.78,4.47
6214,Manikya Lall,2023-04-26,75.00,487.90,3.54
6215,Jivika Desai,2022-10-10,13.00,1213.23,4.17
6216,Advika Choudhary,2022-08-29,41.00,130.97,4.32
6217,Lakshay Chowdhury,2023-01-15,52.00,121.50,4.54
6218,Aarav Desai,2022-10-09,79.00,429.80,3.62
6219,Nitara Mand,2022-10-11,47.00,1833.47,4.60
6220,Nitara Kalita,2023-05-26,40.00,1361.48,4.23
6221,Taimur Desai,2023-07-09,55.00,1952.11,3.48
6222,Zaina Rajan,2022-11-20,22.00,1050.12,4.29
6223,Hridaan Hayer,2023-03-12,14.00,1041.73,3.39
6224,Shlok Tank,2023-06-03,31.00,1546.74,3.88
6225,Emir Sarkar,2023-01-20,72.00,1660.93,4.08
6226,Aaina Kibe,2023-04-03,48.00,959.77,3.28
6227,Tejas Dayal,2022-12-10,12.00,952.37,4.77
6228,Mohanlal Raval,2022-09-27,42.00,870.90,3.98
6229,Fateh Shroff,2022-12-29,52.00,1520.16,3.58
6230,Manikya Raman,2023-01-26,89.00,830.68,4.77
6231,Riya Raja,2023-02-06,48.00,696.16,4.34
6232,Jayant Ben,2022-10-29,20.00,1354.63,4.62
6233,Gokul Tandon,2022-10-14,75.00,591.38,4.76
6234,Reyansh Kota,2022-09-11,37.00,1673.73,3.31
6235,Damini Dugar,2023-04-01,16.00,1298.33,3.44
6236,Bhavin Gupta,2022-12-24,15.00,1926.41,4.15
6237,Tarini Dugar,2022-08-30,61.00,1709.02,4.10
6238,Divij Chandran,2023-03-24,23.00,1127.39,3.13
6239,Saira Shetty,2022-11-14,79.00,201.21,4.67
6240,Jhanvi Bala,2023-01-24,35.00,1115.08,4.09
6241,Tarini Ghose,2023-03-03,23.00,1433.67,4.84
6242,Umang Hayer,2023-07-03,23.00,395.55,3.03
6243,Alisha Cheema,2023-04-19,86.00,212.45,3.82
6244,Hazel Mammen,2023-02-13,55.00,729.48,3.65
6245,Aradhya Sarna,2023-07-10,36.00,244.27,3.66
6246,Shlok Gera,2023-02-08,27.00,1364.97,3.62
6247,Shray Kar,2022-12-19,50.00,1957.56,4.87
6248,Shamik Shah,2022-12-06,40.00,1096.54,3.27
6249,Hazel Bose,2023-06-07,13.00,557.17,3.88
6250,Mamooty Bahl,2023-07-11,79.00,1385.75,4.22
6251,Jhanvi Arya,2023-05-31,84.00,346.56,3.97
6252,Aarush Bhatia,2023-03-25,65.00,740.51,4.34
6253,Ranbir Mann,2022-09-17,77.00,806.79,3.25
6254,Indranil Raval,2022-11-09,43.00,846.41,3.66
6255,Anvi Venkatesh,2023-06-27,29.00,116.19,4.22
6256,Miraya Gupta,2022-11-16,49.00,1504.37,4.76
6257,Akarsh Dugal,2022-12-07,96.00,1665.19,3.55
6258,Shayak Kala,2023-01-05,95.00,1068.29,4.45
6259,Azad Jha,2022-08-20,54.00,1403.29,4.15
6260,Azad Kadakia,2022-09-06,94.00,1200.27,4.67
6261,Shray Lad,2023-01-20,85.00,1188.92,3.41
6262,Suhana Sachar,2022-09-15,31.00,562.43,4.51
6263,Amani Mander,2022-11-26,50.00,1812.28,3.11
6264,Jivin Dani,2023-04-30,27.00,1581.37,4.15
6265,Dhanush Lalla,2023-05-10,57.00,1134.15,3.45
6266,Trisha Yohannan,2023-03-12,28.00,1641.70,4.57
6267,Shaan Balan,2022-10-26,91.00,874.93,3.52
6268,Riya Kapadia,2022-08-19,36.00,554.43,3.81
6269,Misha Grewal,2023-04-16,27.00,1112.99,4.70
6270,Trisha Kuruvilla,2022-12-16,83.00,1215.18,3.61
6271,Siya Gara,2022-11-17,21.00,156.59,3.62
6272,Nirvi Ganesh,2023-06-11,97.00,712.68,4.86
6273,Prerak Bahl,2023-07-04,40.00,210.45,3.66
6274,Emir Mani,2023-03-12,25.00,886.31,3.91
6275,Yashvi Dua,2022-09-14,59.00,1290.65,3.45
6276,Saira Chhabra,2023-03-09,79.00,590.34,3.24
6277,Lakshay Kohli,2022-09-09,36.00,1135.32,4.80
6278,Advika Mahal,2023-01-02,59.00,1598.27,4.16
6279,Piya Bora,2022-10-23,88.00,229.88,4.58
6280,Anay Joshi,2022-12-28,85.00,1752.60,4.89
6281,Ela Basu,2023-06-26,75.00,1929.77,3.51
6282,Umang Solanki,2023-07-10,85.00,1386.00,4.64
6283,Yuvraj  Chakraborty,2023-04-25,65.00,1098.43,3.96
6284,Dhruv Gandhi,2023-03-20,36.00,601.88,4.38
6285,Anay Tailor,2022-09-23,16.00,1515.41,4.05
6286,Zaina Raman,2023-02-09,53.00,277.75,3.05
6287,Samar Varma,2023-06-04,95.00,1035.18,3.06
6288,Tushar Kade,2022-10-10,31.00,1115.52,4.08
6289,Anay Bhargava,2023-02-06,32.00,638.47,3.70
6290,Lagan Johal,2023-04-11,26.00,1720.29,4.98
6291,Tushar Subramanian,2023-06-03,68.00,1479.64,4.64
6292,Shamik Raj,2023-01-18,67.00,1656.22,4.55
6293,Shlok Setty,2022-12-25,89.00,124.33,4.28
6294,Azad Anand,2023-06-19,97.00,358.65,4.78
6295,Dhruv Chad,2023-05-11,52.00,242.00,3.81
6296,Armaan Solanki,2023-03-22,77.00,483.54,3.64
6297,Abram Rao,2023-04-20,25.00,454.12,4.51
